track,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms,chorus_hit,target
"Metal, Stone, Silk, Bamboo: I. San Xu",Zhou Long,spotify:track:1NTyE4RMeP7zawh6XWpec5,0.267,0.0633,-20.959,,0.918,0.448,,0.0465,595000,35.72796,0
Crazy Girl,Eli Young Band,spotify:track:1nVLAEzhBXMJLR5zAl90Nl,0.366,0.651,-3.842,0.031,0.000415,0.00526,0.271,0.257,200707,23.07263,1
4:00 AM,2 Chainz Featuring Travis Scott,spotify:track:1nX9KhK3Fff27SnrIor2Yb,0.796,0.5,-7.21,,0.118,0,,0.227,255560,104.80744,1
Caught Out There,Kelis,spotify:track:1nZkrUFLq265za9lofFO3p,0.848,0.691,-6.775,0.093,0.0512,0.00803,,0.922,291707,59.72263,1
Across The Room - Tycho Remix,ODESZA,spotify:track:1nzLNeyk835Q9h1zPS4gr9,0.383,0.765,-7.295,0.0539,0.00371,6.08E-05,0.101,0.16,231910,43.51591,0
B&r,The New Rob Van Bavel Trio,spotify:track:1O0h2uvZw6xQfHqyCptpoB,0.461,0.616,-13.022,,0.47,0.589,,0.731,296674,39.48525,0
Picaflor,Mon Cote Punk,spotify:track:1o26nyTMcxFWXuPJQAnolm,0.632,0.404,-11.939,0.0467,0.905,0.0334,0.113,0.335,158653,53.1768,0
Alones,Aqua Timez,spotify:track:1o3BiqN7TPPLlvLC1TnXMX,0.524,0.958,-3.91,0.0682,0.000781,0,0.306,0.505,259933,33.05082,0
A Brief Walk in the Sea,Near The Parenthesis,spotify:track:1O3wMxzAagYQ336rdfH9bQ,0.157,0.58,-12.5,,0.762,0.925,0.124,0.183,424867,32.68671,0
Heart Skipped A Beat,The xx,spotify:track:1O4pg2612aT6PGCAp6Wt1V,0.825,0.347,-13.148,,0.551,0.813,,0.511,242267,75.4062,0
Natures Death,Living Death,spotify:track:1o52kJkbmRuoNkoTet0WC9,0.257,0.825,-13.36,,0.000422,0.812,,0.223,284333,46.06211,0
Knightridah,Imran Khan,spotify:track:1o58Z1uYnQUqfFHaA8ykIC,0.828,0.614,-4.412,0.051,0.0594,0,,0.639,190446,30.03463,0
"This Ain't A Scene, It's An Arms Race",Fall Out Boy,spotify:track:1oagRT7LfpVlNJN6FSZDGp,0.435,0.887,-4.07,,0.000747,0,,0.408,212040,47.89359,1
Ear Attention Part 3,Gibi ASMR,spotify:track:1Oc5mNfIwEewCQia21C6S4,0.496,0.117,-31.399,,0.0407,0.363,0.115,0.191,258578,25.85962,0
Summer Freak,FLOW,spotify:track:1oCFx87gYc3gWeYCFfJMdt,0.614,0.98,-2.264,0.062,0.00671,0,0.147,0.655,202227,115.0434,0
Dance on the Porch,Alexandre Desplat,spotify:track:1odYSm6rD2riy2oEJSXkUl,0.622,0.484,-10.954,,0.891,0.794,,0.851,67973,34.46095,0
Hood Figga,Gorilla Zoe,spotify:track:1OeTY85K4i1I7kNnvESfeb,0.814,0.713,-5.089,,0.0162,0,,0.145,200933,22.4175,1
True Colors,The Weeknd,spotify:track:1oGdVdYjeQvojGKDddxLQQ,0.624,0.424,-8.237,,0.284,0,0.173,0.584,206013,25.78156,1
Akhera Goiti - Akhera Beiti (One Black Opalith For Tomorrow),Absu,spotify:track:1oGv3wA2NdjALU3vxah9Jn,0.0822,0.997,-2.985,0.155,1.86E-06,0.00541,,0.0582,447987,85.45274,0
Mi Meta Contigo,Banda Los Sebastianes,spotify:track:1OGze4EM0gQ8NNrtdVLCf1,0.797,0.454,-7.072,0.0365,0.332,1.06E-06,,0.568,188587,24.60766,0
4 Minutes,Madonna Featuring Justin Timberlake & Timbaland,spotify:track:1oHClQEgDmmbcEx12Kc5nZ,0.753,0.931,-4.922,0.0652,0.00994,0.00696,0.234,0.767,189693,87.62425,1
Starships,Nicki Minaj,spotify:track:1oHNvJVbFkexQc0BpQp7Y4,0.747,0.716,-2.457,,0.135,0,0.251,0.751,210627,23.23304,1
Love Me If You Can,Toby Keith,spotify:track:1OIxqnC2Bc8fN91XSxQ8HX,0.57,0.633,-6.26,0.0285,0.242,0.00176,0.0866,0.339,216867,39.45242,1
Like It's Christmas,Jonas Brothers,spotify:track:1OjmlSFuzYflWjSMTCyTJv,0.725,0.571,-6.007,,0.0183,0,0.0519,0.61,200880,22.13985,1
Mary Mac,Beatnik Turtle,spotify:track:1OjOrdq4861Yq8G7BGoKcD,0.461,0.936,-7.171,0.112,0.232,6.89E-05,0.366,0.78,144880,39.39169,0
Disjustice,Sam Black Church,spotify:track:1oKXOpEyLe7asD1y938cco,0.391,0.725,-11.217,,2.36E-06,0.512,,0.214,220600,41.43522,0
Boiled Peanuts,Astronautalis,spotify:track:1OlGb16N3aM3agFsyTRJe8,0.704,0.681,-7.777,0.0356,0.0255,0.0011,0.337,0.185,425859,19.99105,0
Blood In The River,Zeal & Ardor,spotify:track:1OLobd97VcA9vbbUUcHh1k,0.439,0.652,-5.22,,0.039,0,,0.379,213168,49.21655,0
Yes,Angerfist,spotify:track:1olPJKx4xSbC5EyQzDe360,0.597,0.937,-5.964,0.0536,0.000447,0.25,,0.307,295173,44.1028,0
Beyond,Leon Bridges,spotify:track:1Omt5bfz1tZUCqd26HxbS0,0.58,0.687,-5.4,0.106,0.229,0,0.109,0.187,240600,29.41828,0
Feel The Girl,Ms. Jade,spotify:track:1ONo2x3Lv4vhWoEd5A7U4q,0.919,0.627,-7.927,,0.477,0.000271,,0.721,246133,56.35901,1
Let Me Hold You,Bow Wow Featuring Omarion,spotify:track:1oNToERLIN71YCPLbRIQGQ,0.815,0.662,-8.244,0.199,0.0915,0.000409,0.0898,0.611,248493,65.31521,1
Bring On The Rain,Jo Dee Messina With Tim McGraw,spotify:track:1OnXz5v4hVdrNLJ9N4MqzL,0.468,0.404,-7.25,,0.689,0,,0.148,240173,28.75185,1
Flame of Doom,Graveland,spotify:track:1opaJ30hUf7L4CIlSXN5Cv,0.186,0.953,-12.039,,2.70E-05,0.402,0.0682,0.147,458987,61.40955,0
Hungarian Rock (Chaconne),György Ligeti,spotify:track:1oSIsS2Wfx5hQiB2WqorrT,0.415,0.565,-16.901,,0.927,0.808,0.125,0.564,295733,111.08582,0
Pride and Joy,Stevie Ray Vaughan,spotify:track:1oT20g6f8rvymheUIdFr19,0.426,0.693,-9.759,,0.0251,0.0065,0.101,0.751,219840,31.31616,0
I Miss You,Blink-182,spotify:track:1oTo3ijRbaDAtrjJrGAPSw,0.664,0.781,-6.547,,0.00103,5.33E-06,0.0867,0.593,227240,30.64844,1
Johnny I Hardly Knew Ya,Musical Blades,spotify:track:1oVLB0GHxRj5w3XxKFsdAL,0.68,0.468,-10.87,0.14,0.852,0,,0.702,165573,22.7343,0
"Disciples of the Watch - Live @ Paramount Theatre, Huntington, New York",Testament,spotify:track:1oWkZA7LS9erH5JmlKaCp2,0.165,0.977,-8.826,,5.52E-05,0.54,0.879,0.0522,449493,76.95248,0
www.memory,Alan Jackson,spotify:track:1Oy02qb3UByrJhUgONgJaJ,0.701,0.503,-7.535,,0.572,0,,0.726,154200,45.3551,1
Beast,Justify Rebellion,spotify:track:1OZEKnMylsv5QYiMMiYSHZ,0.565,0.955,-5.296,,0.000102,0.0157,0.103,0.679,226720,32.95135,0
We Weren't Crazy,Josh Gracin,spotify:track:1P0QYbg9KhGtv2OvvYgAWq,0.418,0.84,-2.622,,0.21,1.38E-06,0.162,0.659,227307,20.60583,1
Netsujo No Spectrum,Ikimonogakari,spotify:track:1p0WZg4NXoNVGj2AuoLJe7,0.476,0.902,-2.665,,0.0593,0,,0.746,223613,36.25322,0
Hell Yeah,Ginuwine Featuring Baby,spotify:track:1p149YJfXkHkSzYp4UZUxV,0.631,0.714,-7.259,0.355,0.0272,0,,0.653,338733,65.66772,1
Big Scene,Diljit Dosanjh,spotify:track:1p2I9BR29P2X2tefMG4gWT,0.663,0.69,-6.038,0.209,0.184,0,0.103,0.81,207300,42.52123,0
Personality Crisis (Original Session),New York Dolls,spotify:track:1p2t9ZNDZfCXVhtXYDZdVm,0.547,0.79,-10.889,,0.00391,0.522,,0.658,255791,28.5724,0
Success (feat. Aesop Rock),Mr. Lif,spotify:track:1p43hyK3jyQqXZBoseL6V2,0.69,0.916,-4.462,,0.538,0,,0.935,256907,46.03192,0
Kadathian Doom,Winterwolf,spotify:track:1p4Vty17uuX5hlrzhEV69z,0.179,0.882,-10.355,0.0623,1.09E-05,0.823,,0.235,281962,57.17541,0
Brictom,Eluveitie,spotify:track:1P5EPflZxCL60qah8WJr3S,0.407,0.903,-3.408,,0.00769,3.42E-05,0.11,0.502,262200,43.42637,0
Today Was A Fairytale,Taylor Swift,spotify:track:1P5QpwOgXJuoVTm3CWbnLY,0.485,0.717,-4.54,0.0321,0.0284,5.63E-06,,0.356,241813,38.21417,1
Hope,Bugge Wesseltoft,spotify:track:1P7Dth7R72rUlLEEWPizFg,0.421,0.0412,-19.097,0.0482,0.961,0.179,,0.128,520960,32.5808,0
Pravus,Meshuggah,spotify:track:1P8g3xrrKDZ8rQ6ESX3LS2,0.455,0.995,-5.194,,9.30E-06,0.863,0.697,0.166,310480,44.033,0
The Haunted Phonograph,Thoushaltnot,spotify:track:1PAPo5kPoQRS76L5jycUSr,0.699,0.692,-6.892,,0.534,9.50E-06,0.606,0.581,226040,43.25102,0
Te Dirán,La Adictiva Banda San José de Mesillas,spotify:track:1PB6yA6o4CuJZUcVQ8UWh8,0.755,0.465,-3.639,,0.337,0,0.0638,0.949,195253,23.5585,0
O-Block Tempel,Digger Dance,spotify:track:1pCpbSXjAl3As8gkpB0BDC,0.732,0.601,-9.675,,0.364,0,0.1,0.969,233253,23.11614,0
Behold Judas,Hate Eternal,spotify:track:1pDaIv4kERYDqeCzYDpZ80,0.175,0.962,-7.018,,0.000165,0.757,,0.0392,261507,42.55068,0
Life's What You Make It,Hannah Montana,spotify:track:1pEc2SNzgGvbmvcapQ566n,0.628,0.941,-3.305,0.0508,0.0519,0,0.519,0.85,188467,14.34396,1
Just Came For The Music - Rave Mix,Billy Kenny,spotify:track:1pfL3l35qvHV0K9VJl8jq0,0.758,0.975,-6.664,,0.045,0.854,0.341,0.211,238537,79.42433,0
Beautiful Now,Zedd Featuring Jon Bellion,spotify:track:1Pgqt94MtUoxeHIBX7Jj3Z,0.636,0.812,-5.223,,0.00828,4.22E-05,,0.556,218733,17.4168,1
The Witness Marks,Novembers Doom,spotify:track:1pgrj1Q5fjfJe8nEhgRwlU,0.493,0.91,-12.373,,3.47E-05,0.0361,0.336,0.152,284958,176.72857,0
Here It Goes Again,OK Go,spotify:track:1pHP4JeQV9wDx87D6qH9hD,0.537,0.882,-2.306,0.0403,0.000342,9.06E-05,,0.81,179813,27.11566,1
Let It Go,Tim McGraw,spotify:track:1piLu6VDrRyYvSaZH8wLoh,0.477,0.86,-4.16,0.032,0.322,0,,0.473,225027,39.88779,1
Undrunk,FLETCHER,spotify:track:1Pj5oOFzLYELyyeh1IYRK0,0.613,0.579,-6.484,0.0833,0.489,0,0.126,0.551,183428,17.58759,1
Revolution Renaissance,Revolution Renaissance,spotify:track:1pjinuetX7Epcn2X8ydywU,0.476,0.888,-4.47,0.0409,0.00111,0,,0.679,375933,41.83978,0
Angel,Natasha Bedingfield,spotify:track:1pJJcWEtSpbv8UAom5bkvW,0.566,0.749,-4.435,,0.0574,0,0.388,0.503,246947,101.60279,1
Thatwamaria - Reeti Gowla - Adi,U. Srinivas,spotify:track:1PJmg2Y59CRBhT6wzrAdzl,0.505,0.684,-8.653,0.0456,0.986,0.907,,0.632,457360,22.88505,0
The Ravenous Beast,Destruction,spotify:track:1PJSHuwghcl1htfLf4KvBV,0.419,0.988,-2.241,0.111,0.000304,0.589,0.289,0.378,189133,25.31017,0
Promise,Ciara,spotify:track:1pLdjo3lOBbMaoR4ZpybFH,0.697,0.629,-5.757,,0.409,3.80E-06,0.0819,0.439,267413,74.11307,1
Rocking Metal Sluts,Barbatos,spotify:track:1PlslM4umMpnROOoy9vseF,0.318,0.987,-4.202,0.108,3.04E-05,0.858,,0.334,149867,23.44724,0
Tonight Looks Good On You,Jason Aldean,spotify:track:1pm6AoOYO81llP3gwkTAbI,0.481,0.75,-5.593,0.0537,0.219,1.20E-06,,0.523,231667,34.66569,1
Let's Get Married,Jagged Edge,spotify:track:1PmHkalaUHhh0fz23SBHDL,0.761,0.627,-5.554,0.0538,0.175,0,,0.891,263227,18.63735,1
If You Can Do Anything Else,George Strait,spotify:track:1PmJcgLwG1wRC5qMdjogRD,,0.62,-7.68,0.0268,0.601,0.000318,,0.482,246667,31.19332,1
The Serpent Slumbers,Battlerage,spotify:track:1pmLnMo7tE5JteQHmL3LNo,0.363,0.962,-3.952,,0.00012,0.00519,,0.147,336520,19.70898,0
Nothing As It Seems,Pearl Jam,spotify:track:1pNSYQkmeFSqsSOGwwxs5L,0.241,0.508,-9.791,,0.0362,0.599,0.167,0.0445,321293,97.41873,1
Cashin' Out,Ca$h Out,spotify:track:1POAx4NMLOBPVKZUSsBh92,0.831,0.665,-3.627,,0.149,0,0.0636,0.663,238760,74.13367,1
Drink A Beer,Luke Bryan,spotify:track:1PoGWZbJPGmViVi7CYbDUK,0.483,0.431,-7.656,,0.836,5.19E-05,,0.296,202627,43.57437,1
Good Times,Styles,spotify:track:1poMJGPzlqJWK5jgH7USQO,0.702,0.724,-5.656,,0.227,0,0.916,0.509,264680,34.63547,1
Me Está Gustando,Banda Los Recoditos,spotify:track:1PPswVdqYYvfBIk5MdB4Lo,0.75,0.497,-4.948,,0.479,0,,0.965,180147,21.85878,0
Yes!,Chad Brock,spotify:track:1PrZOkFxJqTZAH8P3x87hW,0.674,0.623,-5.97,,0.00408,5.61E-05,0.0488,0.452,206733,19.67488,1
Gold Digger,Kanye West Featuring Jamie Foxx,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ,0.631,0.696,-5.572,0.348,0.0192,0,0.0554,0.621,207627,28.78886,1
Juice,Yo Gotti,spotify:track:1psC5iHzQxaTMZ5dWGfM6I,0.887,0.568,-5.853,0.323,0.00171,1.11E-05,,0.754,149242,30.04196,1
Kanna,E. Gayathri,spotify:track:1PTgmzWuGgpHja7DhWTnjb,0.532,0.586,-8.011,0.0526,0.858,0.638,0.173,0.731,359480,29.9336,0
Black Metal / Insane,Venom,spotify:track:1pTZZApVeqLpAoRhYtMx1M,0.349,0.966,-7.308,0.0856,0.000163,0.000139,,0.117,220027,43.84717,0
Punk Rock Saved My Life (2016),The Mahones,spotify:track:1PwGOaqVWu7yyksD2pADcC,0.296,0.97,-5.902,0.0628,0.000802,2.83E-05,,0.14,245027,33.10656,0
What's My Name?,Rihanna Featuring Drake,spotify:track:1pYKzfOlpHWtVUiEIu4Vn7,0.695,0.782,-2.967,,0.223,0,,0.595,263173,56.92242,1
Relax,Deep Dive Corp.,spotify:track:1PzVN9Qi0IIEDDafP3bFC6,0.824,0.489,-12.521,0.133,0.000595,0.294,0.102,0.281,360000,21.43859,0
Sparks Fly,Taylor Swift,spotify:track:1q8E1FfFuhd12c5JcJwPxQ,0.605,0.787,-3.002,,0.0396,1.42E-06,0.163,0.374,260933,17.98301,1
Apocalyptic Prophecy,Genocide Commando,spotify:track:1q9Qwacs4yVVg7dvineKxh,0.0709,0.98,-5.585,0.087,2.91E-06,0.862,0.102,0.0241,261733,22.23436,0
Decoy,Sybreed,spotify:track:1QaufBypm629L75nZSwyas,0.494,0.982,-4.737,,1.93E-05,0.0109,,0.504,307147,78.87903,0
Christian Metal Realm,Pastor Brad,spotify:track:1qaYp8svYJvY2rd3Tia7We,0.379,0.64,-9.963,,1.41E-05,0.787,0.0659,0.353,281173,31.14896,0
Lose My Mind,Brett Eldredge,spotify:track:1qC0pi9ZH47XDjvaNbg8ch,0.68,0.755,-5.509,,0.0206,0,,0.824,155440,29.76075,1
Goodbye Town,Lady Antebellum,spotify:track:1qDahv56bbyCytqvnvY2Yp,0.678,0.72,-6.034,,0.165,5.73E-06,,0.538,288800,70.00799,1
Show Me How To Live,Audioslave,spotify:track:1Qdnvn4XlmZANCVy3XjrQo,0.433,0.854,-3.868,,0.000336,0.000177,0.162,0.368,277840,44.12262,1
Haunt Your House,Dan Andriano in the Emergency Room,spotify:track:1QEcl3dTtRLyw68xV4UDRn,0.398,0.956,-3.33,0.0618,0.00372,0.00321,0.0706,0.574,236736,28.26048,0
Chillaxin' By The Sea,Gramatik,spotify:track:1QEUXyhLrYqOGmJ2JPo20E,0.713,0.588,-4.919,,0.684,0.887,,0.607,240625,43.61172,0
Never Going Back Again,Glee Cast,spotify:track:1qFc3A0HbtUc8WU0ObJSsH,0.528,0.446,-8.665,,0.582,0.0157,0.11,0.742,134200,33.79264,1
Animal Farm,The Hope Conspiracy,spotify:track:1QfjU50ABFOfNhoQVREWXa,0.402,0.972,-5.244,0.0616,3.22E-05,0.163,0.59,0.387,220413,51.52435,0
444+222,Lil Uzi Vert,spotify:track:1QgTBfRN5m81a5K01qens6,0.791,0.513,-6.568,0.269,0.0235,2.83E-05,,0.481,247347,27.76281,1
Strip The Wires Down,Parts & Labor,spotify:track:1QH2puwjpflhbjVU2iB1K2,0.174,0.941,-3.798,,0.000513,0.975,0.183,0.451,54040,26.9472,0
Give It Away,George Strait,spotify:track:1qHRFZE8qykNXYZadzmi1m,0.674,0.646,-5.876,,0.486,8.37E-05,0.262,0.613,209320,22.83301,1
It Just Comes Natural,George Strait,spotify:track:1qHRFZE8qykNXYZadzmi1m,0.674,0.646,-5.876,,0.486,8.37E-05,0.262,0.613,209320,22.83301,1
Have Yourself A Merry Little Christmas,Sam Smith,spotify:track:1Qi2wh8fFgDV7tl4Sj3f2K,0.438,0.178,-9.402,,0.957,0,0.316,0.344,170964,53.01841,1
Oh Love,Green Day,spotify:track:1qIgyDoc2rwtq8w49jeWL8,0.427,0.773,-4.222,,0.00605,4.02E-06,0.0396,0.695,303293,52.31242,1
Lovers (feat. Seawaves),Timecop1983,spotify:track:1QINLsXFLt8OOMDqeLwGn9,0.408,0.511,-10.462,,0.000523,0.307,,0.0503,369964,27.97842,0
Loaded,Ricky Martin,spotify:track:1qj8Td79dgmLqCYafkhQ3G,0.506,0.951,-4.305,,0.0109,7.18E-05,0.0536,0.748,233173,38.25317,1
Empty Promises,Cass McCombs,spotify:track:1qJFELOwGd9ZpymmibWwq0,0.609,0.493,-7.882,,0.00871,0.0284,0.105,0.16,265760,24.40092,0
Tomorrow,Chris Young,spotify:track:1qjl8UJtWTHrk4SFpwftSN,0.441,0.644,-5.774,0.0363,0.56,0,0.109,0.349,220173,39.45148,1
No Pasaran,Deathening,spotify:track:1qL8urYtIpoE6k6GWK9161,0.555,0.974,-6.778,0.0695,0.00296,0.842,,0.149,223141,26.90411,0
Thank You In Advance,Boyz II Men,spotify:track:1qLDXxbJK1VLwS9jArwWnC,0.695,0.416,-6.456,0.0446,0.1,0,0.269,0.225,251307,23.15288,1
I Am Dracula - Sighisoara Tasnad Mix,Rexanthony,spotify:track:1QlpvejQFaiSVfIU7O1kmO,0.476,0.949,-9.017,,0.00289,0.86,0.109,0.188,235807,61.60835,0
Opening,Philip Glass,spotify:track:1QmhkjuUlosROqKk59sBSK,0.179,0.026,-30.937,0.0385,0.996,0.89,,0.068,353147,79.71142,0
Maria Rosario,Los Amantes De Lola,spotify:track:1QnaEDLQn4nz0z8vWOrh0r,0.723,0.65,-7.128,0.0419,0.0115,0.00774,0.077,0.966,297187,62.76144,0
Kill Em With Kindness,Selena Gomez,spotify:track:1QNoKVgA758HFLu3TW2q7R,0.757,0.884,-5.488,0.0404,0.00795,5.87E-05,,0.398,217907,48.73545,1
Wakwazulu Kwezizulu Rock,Lizzy Mercier Descloux,spotify:track:1qNoXjYzeNZTYaPoU5f2NO,0.633,0.891,-6.345,0.0677,0.351,0.000451,,0.911,181027,70.83458,0
True Love,P!nk Featuring Lily Allen,spotify:track:1QNqrsNQ1JVLEwncov3lEY,0.457,0.823,-4.76,0.311,0.00144,0,0.108,0.578,230733,46.69976,1
Iskaba,Wande Coal,spotify:track:1qNz5rynw3I9LU8uQRETsO,0.814,0.764,-7.944,0.053,0.0794,0.0174,,0.899,224680,30.95748,0
Imma Star (Everywhere We Are),Jeremih,spotify:track:1QOxGqu6VTjx58nslWBFVW,0.66,0.361,-10.418,0.089,0.438,0,,0.604,261373,22.65077,1
All the Earth,Parachute Band,spotify:track:1QPcGIXEMxqLbG6nQ6Ssjq,0.399,0.627,-6.833,0.0329,0.0135,0,0.462,0.374,365896,35.70846,0
Alcohol and Beer,Flames,spotify:track:1qQJ7ALtOYwWpp6c0q317h,0.206,0.937,-8.589,0.19,1.79E-05,0.199,,0.155,146667,52.08292,0
"I'm Waiting for the Man - Live, N.Y. 1970",The Velvet Underground,spotify:track:1QqLdU2Qu7SQmA3o12kCF5,0.283,0.903,-8.088,,0.583,3.65E-05,0.394,0.343,350773,36.89727,0
Chosen Paradize - Whos You Daddy?,Chosen Few,spotify:track:1qRM6tpHkETRDvr8Jo8vLk,0.554,0.81,-5.277,0.0387,0.000117,0.162,,0.174,270000,33.37601,0
Just Can't Hate Enough,Sheer Terror,spotify:track:1qrzQuZ0CegX3PQtrsek7R,0.352,0.995,-4.283,,0.0168,0,,0.162,104600,22.40644,0
Yikes,Kanye West,spotify:track:1qsHYUd2c1wFGcn7e63QmG,0.683,0.776,-3.251,,0.15,0,0.227,0.223,188773,58.45114,1
Behind The Scenes,Bugseed,spotify:track:1qsR7mI2NFDaYSZG5ni4Gl,0.379,0.475,-6.426,,0.13,0.852,0.277,0.169,132375,25.03954,0
Shots,Spitback,spotify:track:1Qt2ZLH2L25uprMmnqUjob,0.449,0.915,-4.971,,7.74E-06,0.00284,,0.275,168667,64.6744,0
DAT Beats,Ran Slavin,spotify:track:1qU6f99vBTQjTQnQjWPcMH,0.381,0.369,-14.519,0.322,0.224,0.82,0.0986,0.365,589680,17.17215,0
Dancefloor Hardcore,Promo,spotify:track:1QugF9hkZ28wyaQNdV5KiR,0.652,0.856,-2.749,0.0706,0.17,0.979,,0.0929,282907,30.4568,0
Let's Rock Shall We,Throwing Toasters,spotify:track:1qUnuTDWPZTmeJtUwNQqII,0.511,0.415,-11.279,,0.894,0,,0.52,23133,0,0
Let Them Be Little,Billy Dean,spotify:track:1QvCbkLDuF7yX7gIUDJUmp,0.54,0.516,-5.221,,0.266,0,0.204,0.285,225653,50.28883,1
Tribal Techno,Maurizio Braccagni,spotify:track:1qxMcNXsi8q5FHmBs0VgQU,0.706,0.727,-15.569,0.0391,0.000182,0.86,,0.29,276245,28.18551,0
DOA,Foo Fighters,spotify:track:1QZFn6QUNHfCp8s06C91hw,0.462,0.913,-4.298,,0.000189,0.00142,0.0671,0.72,252107,20.66658,1
Shoot It Out,10 Years,spotify:track:1r0nVD3zMwfEEi8WytLzAH,0.47,0.882,-3.906,,0.00347,1.62E-06,0.372,0.328,199680,36.50841,0
A Year Without Rain,Selena Gomez & The Scene,spotify:track:1r0XfrhdG6bsiS4oe1QM96,0.629,0.806,-5.264,0.0442,0.0102,1.72E-05,0.112,0.409,234333,77.64676,1
Don't Wanna Go Home,Jason Derulo,spotify:track:1r3myKmjWoOqRip99CmSj1,0.671,0.808,-4.861,0.0652,0.02,0,0.134,0.637,206080,22.49951,1
Homewrecker,Gretchen Wilson,spotify:track:1r5sw5ZdWTQYyXbva03U4g,0.502,0.68,-5.707,0.0322,0.0415,3.70E-06,0.362,0.381,205973,58.3686,1
Cash Me Outside (#CashMeOutside),DJ Suede The Remix God,spotify:track:1r6cyaW7yMykwSyxTuwcuM,0.981,0.417,-10.732,0.134,0.0471,0.359,0.103,0.262,129384,30.05854,1
Rule The World,2 Chainz Featuring Ariana Grande,spotify:track:1R6VwZ8TuHRzxZUxe88n4I,0.592,0.584,-6.232,0.0893,0.158,2.63E-06,0.132,0.447,245893,45.15967,1
Condemning Race,Ryan's Hope,spotify:track:1r88YcBahNIifVvaUJ443l,0.412,0.934,-4.202,,0.00476,6.50E-06,,0.534,101293,39.94075,0
Peace Of Mind,Death SS,spotify:track:1r9PtMAjMEDmf39R0l62YK,0.461,0.994,-4.857,,0.000631,0.00215,0.343,0.236,232413,48.34539,0
Southern Voice,Tim McGraw,spotify:track:1R9tieT3ZujuJ77a9U5wR3,0.63,0.877,-4.106,0.0321,0.0446,0,0.113,0.758,242427,59.40747,1
I Look To You,Whitney Houston,spotify:track:1rAESNsSXvXpJh9hCjgHVX,0.55,0.373,-6.31,0.0286,0.717,0,0.096,0.101,265613,73.7704,1
Dulcet,Clubroot,spotify:track:1RAOWukTdD81ZnTLvXdjhC,0.633,0.436,-7.979,,0.171,0.89,0.382,0.145,344240,20.57055,0
I Will Love Again,Lara Fabian,spotify:track:1raT3L0NJtc10t7xNgHJZ1,0.643,0.757,-8.031,0.0347,0.0435,1.35E-06,,0.471,223040,30.20707,1
"Now We Are Free - From ""Gladiator"" Soundtrack",Lisa Gerrard,spotify:track:1raWfcURBd1Q3W3K0ojDCM,0.286,0.217,-18.805,0.0336,0.602,0.099,,0.0389,254307,88.57076,0
Only God Knows Why,Kid Rock,spotify:track:1rAzW6aco1ZtxLRx4XOagB,0.628,0.749,-5.18,0.03,0.0569,0.00204,,0.31,327667,35.37617,1
Lord M,Martin Phipps,spotify:track:1Rb0qpGe8jRRSBcMAywoiJ,0.187,0.0861,-19.728,0.0413,0.976,0.805,0.106,0.0379,164262,80.09739,0
Who We Be,DMX,spotify:track:1RbnH7qjUyWJWh8kjFIYNw,0.723,0.833,-4.879,,0.123,0,,0.616,287867,24.02537,1
I'm A Believer,Smash Mouth,spotify:track:1RC5Mb0VhnlhnMlFDnrvE0,0.559,0.972,-3.524,0.0639,0.0198,6.47E-06,0.393,0.919,183400,24.48016,1
Poker Face,Glee Cast,spotify:track:1rc7RzuBYQ9KZIntUyEAVb,0.467,0.195,-9.281,0.0656,0.924,0,0.138,0.288,219613,32.88048,1
Havana,Camila Cabello Featuring Young Thug,spotify:track:1rfofaqEpACxVEHIZBJe6W,0.765,0.523,-4.333,,0.184,3.56E-05,0.132,0.394,217307,29.81774,1
Pirate Flag,Kenny Chesney,spotify:track:1RfPA6mxhOvc5dVK9MHReF,0.559,0.795,-6.255,,0.0787,4.83E-06,,0.553,225427,24.34276,1
This Afternoon,Nickelback,spotify:track:1RG8MABX0VciDk6WYb8pBv,0.507,0.875,-7.697,0.0389,0.00257,0,,0.647,273493,30.67368,1
Neptune,Sleeping At Last,spotify:track:1RgiH5ucgoEWDKmGyA5drQ,0.602,0.371,-11.575,0.0322,0.23,0,,0.211,280371,17.86342,0
Sunny And 75,Joe Nichols,spotify:track:1rGLPyb4LMojT4wpxiZTp8,0.531,0.893,-4.422,,0.184,1.01E-06,,0.323,206947,40.28794,1
Timebomb - Cube::Hard Remix,CLSM,spotify:track:1RgzBFHFma6AQDKoc5ao1C,0.419,0.979,-5.307,0.175,0.000966,0.000282,,0.155,270160,45.46886,0
Nattoppet,Detektivbyrån,spotify:track:1rH72YcWHiBndW2cDMMtWg,0.263,0.674,-8.337,0.0441,0.345,0.594,,0.23,200613,25.68262,0
Journey From The Death Of A Friend,Terry Riley,spotify:track:1riIi7QHl0ALuLGGItsExf,0.192,0.282,-16.063,0.0366,0.956,0.96,0.109,0.141,1108053,98.94223,0
Lush Life,Zara Larsson,spotify:track:1rIKgCH4H52lrvDcz50hS8,0.694,0.712,-3.923,0.046,0.133,0,0.211,0.799,201122,29.42171,1
Private Emotion,Ricky Martin Featuring Meja,spotify:track:1rjHJSGgt10GAtgLrDtHTM,0.51,0.726,-7,0.0337,0.265,0,0.0911,0.489,241000,59.99771,1
